Cycle,Protocol,Stamps,Time (s),Global Time (s),Pack Voltage,Pack Current,String 1 Iapp,"Cell 1,1 Cathode Concentration","Cell 1,1 Anode Concentration","Cell 1,1 Anode SEI Length","Cell 1,1 Voltage","Cell 2,1 Cathode Concentration","Cell 2,1 Anode Concentration","Cell 2,1 Anode SEI Length","Cell 2,1 Voltage"
1,CC-discharge,0,0.0,0.0,8.144884372171667,-2.7263836618115,-2.7263836618115,25777.5,22610.7,5e-09,4.0724421860858335,25777.5,22610.7,5e-09,4.0724421860858335
1,CC-discharge,1,545.4545454545455,545.4545454545455,8.114012812612948,-2.7263836618115,-2.7263836618115,26104.838886435777,22262.97249315248,5.0000000000007595e-09,4.057006406306474,26104.838886435777,22262.97249315248,5.000000000000785e-09,4.057006406306474
1,CC-discharge,2,1090.909090909091,1090.909090909091,8.086672600623439,-2.7263836618115,-2.7263836618115,26418.11018735486,21922.880949519997,5.00000000000077e-09,4.0433363003117195,26418.11018735486,21922.880949519997,5.0000000000007404e-09,4.0433363003117195
1,CC-discharge,3,1636.3636363636365,1636.3636363636365,8.061022194365156,-2.7263836618115,-2.7263836618115,26731.381503588276,21582.789405857027,5.00000000000077e-09,4.030511097182578,26731.381503588276,21582.789405857027,5.0000000000007446e-09,4.030511097182578
1,CC-discharge,4,2181.818181818182,2181.818181818182,8.036760381965,-2.7263836618115,-2.7263836618115,27044.652819822746,21242.697862195324,5.000000000000814e-09,4.018380190982499,27044.652819822746,21242.697862195324,5.000000000000745e-09,4.0183801909825
1,CC-discharge,5,2727.2727272727275,2727.2727272727275,8.013653016298075,-2.7263836618115,-2.7263836618115,27357.924136057474,20902.606318533024,4.999999999999551e-09,4.006826508149032,27357.924136057107,20902.60631853255,5.000000000001868e-09,4.006826508149042
1,CC-discharge,6,3272.727272727273,3272.727272727273,7.991532708582218,-2.7263836618115,-2.7263836618115,27671.195452291002,20562.51477487082,4.999999999997483e-09,3.9957663542911295,27671.195452292104,20562.514774869687,5.0000000000030805e-09,3.995766354291089
1,CC-discharge,7,3818.1818181818185,3818.1818181818185,7.97025510419173,-2.7263836618115,-2.7263836618115,27984.466768524984,20222.423231208966,4.999999999997201e-09,3.9851275520958946,27984.466768526803,20222.423231207973,5.000000000004972e-09,3.985127552095835
1,CC-discharge,8,4363.636363636364,4363.636363636364,7.949710810186284,-2.7263836618115,-2.7263836618115,28297.738084758967,19882.33168754645,5.000000000003231e-09,3.9748554050931735,28297.73808476114,19882.331687545597,5.000000000005593e-09,3.97485540509311
1,CC-discharge,9,4909.09090909091,4909.09090909091,7.929812726747633,-2.7263836618115,-2.7263836618115,28611.009400992883,19542.24014388408,5.000000000000122e-09,3.9649063633738546,28611.009400995754,19542.240143885254,4.9999999999994e-09,3.9649063633737787
1,CC-discharge,10,5454.545454545455,5454.545454545455,7.910490983675998,-2.7263836618115,-2.7263836618115,28924.28071722742,19202.148600221215,4.999999999999678e-09,3.955245491838025,28924.280717229696,19202.148600223365,5.000000000005602e-09,3.9552454918379727
